"seed";"a";"b";"c";"d";"e";"rho1";"rho2";"err1";"err2";"flipped"
16434;100;10;0;2;2;0.805;0.854;FALSE;FALSE;"NOT-flipped"
1667;100;10;0;2;2;0.876;0.879;FALSE;FALSE;"NOT-flipped"
16924;100;10;0;2;2;0.883;0.859;FALSE;FALSE;"NOT-flipped"
17347;100;10;0;2;2;0.881;0.868;FALSE;FALSE;"NOT-flipped"
17718;100;10;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17746;100;10;0;2;2;0.856;0.867;FALSE;FALSE;"NOT-flipped"
18131;100;10;0;2;2;0.789;0.857;FALSE;FALSE;"NOT-flipped"
18172;100;10;0;2;2;0.884;0.873;FALSE;FALSE;"NOT-flipped"
18267;100;10;0;2;2;0.871;0.871;FALSE;FALSE;"NOT-flipped"
18293;100;10;0;2;2;0.825;0.83;FALSE;FALSE;"NOT-flipped"
18434;100;10;0;2;2;0.908;0.851;FALSE;FALSE;"NOT-flipped"
1901;100;10;0;2;2;0.89;0.884;FALSE;FALSE;"NOT-flipped"
19019;100;10;0;2;2;0.834;0.828;FALSE;FALSE;"NOT-flipped"
19037;100;10;0;2;2;0.865;0.842;FALSE;FALSE;"NOT-flipped"
19404;100;10;0;2;2;0.85;0.812;FALSE;FALSE;"NOT-flipped"
1955;100;10;0;2;2;0.846;0.88;FALSE;FALSE;"NOT-flipped"
19606;100;10;0;2;2;0.847;0.842;FALSE;FALSE;"NOT-flipped"
19637;100;10;0;2;2;0.842;0.811;FALSE;FALSE;"NOT-flipped"
19807;100;10;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;100;10;0;2;2;0.861;0.885;FALSE;FALSE;"NOT-flipped"
2358;100;10;0;2;2;0.853;0.864;FALSE;FALSE;"NOT-flipped"
2558;100;10;0;2;2;0.861;0.852;FALSE;FALSE;"NOT-flipped"
2598;100;10;0;2;2;0.861;0.878;FALSE;FALSE;"NOT-flipped"
2655;100;10;0;2;2;0.865;0.871;FALSE;FALSE;"NOT-flipped"
2675;100;10;0;2;2;0.777;0.86;FALSE;FALSE;"NOT-flipped"
2922;100;10;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;100;10;0;2;2;0.778;0.858;FALSE;FALSE;"NOT-flipped"
3416;100;10;0;2;2;0.829;0.871;FALSE;FALSE;"NOT-flipped"
3442;100;10;0;2;2;0.857;0.848;FALSE;FALSE;"NOT-flipped"
3569;100;10;0;2;2;0.869;0.794;FALSE;FALSE;"NOT-flipped"
3981;100;10;0;2;2;0.808;0.872;FALSE;FALSE;"NOT-flipped"
4156;100;10;0;2;2;0.902;0.852;FALSE;FALSE;"NOT-flipped"
4240;100;10;0;2;2;0.866;0.791;FALSE;FALSE;"NOT-flipped"
4265;100;10;0;2;2;0.848;0.847;FALSE;FALSE;"NOT-flipped"
4365;100;10;0;2;2;0.875;0.822;FALSE;FALSE;"NOT-flipped"
4414;100;10;0;2;2;0.847;0.88;FALSE;FALSE;"NOT-flipped"
4941;100;10;0;2;2;0.833;0.858;FALSE;FALSE;"NOT-flipped"
5788;100;10;0;2;2;0.797;0.872;FALSE;FALSE;"NOT-flipped"
6518;100;10;0;2;2;0.882;0.89;FALSE;FALSE;"NOT-flipped"
6846;100;10;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;100;10;0;2;2;0.908;0.865;FALSE;FALSE;"NOT-flipped"
7029;100;10;0;2;2;0.835;0.833;FALSE;FALSE;"NOT-flipped"
7146;100;10;0;2;2;0.889;0.843;FALSE;FALSE;"NOT-flipped"
7195;100;10;0;2;2;0.831;0.893;FALSE;FALSE;"NOT-flipped"
7412;100;10;0;2;2;0.854;0.874;FALSE;FALSE;"NOT-flipped"
7466;100;10;0;2;2;0.854;0.893;FALSE;FALSE;"NOT-flipped"
7495;100;10;0;2;2;0.882;0.866;FALSE;FALSE;"NOT-flipped"
7849;100;10;0;2;2;0.891;0.894;FALSE;FALSE;"NOT-flipped"
7936;100;10;0;2;2;0.875;0.828;FALSE;FALSE;"NOT-flipped"
8100;100;10;0;2;2;0.845;0.817;FALSE;FALSE;"NOT-flipped"
8135;100;10;0;2;2;0.871;0.884;FALSE;FALSE;"NOT-flipped"
8255;100;10;0;2;2;0.834;0.778;FALSE;FALSE;"NOT-flipped"
8550;100;10;0;2;2;0.879;0.895;FALSE;FALSE;"NOT-flipped"
8564;100;10;0;2;2;0.862;0.887;FALSE;FALSE;"NOT-flipped"
8738;100;10;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8767;100;10;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8927;100;10;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;100;10;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9607;100;10;0;2;2;0.832;0.869;FALSE;FALSE;"NOT-flipped"
9678;100;10;0;2;2;0.884;0.81;FALSE;FALSE;"NOT-flipped"
9970;100;10;0;2;2;0.847;0.853;FALSE;FALSE;"NOT-flipped"
10023;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;100;10;0;3;1;0.641;0.596;FALSE;FALSE;"NOT-flipped"
10216;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10850;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;100;10;0;3;1;0.682;0.689;FALSE;FALSE;"NOT-flipped"
1150;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;100;10;0;3;1;0.7;0.594;FALSE;FALSE;"NOT-flipped"
12519;100;10;0;3;1;0.661;0.652;FALSE;FALSE;"NOT-flipped"
12599;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;100;10;0;3;1;0.691;0.724;FALSE;FALSE;"NOT-flipped"
12934;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;100;10;0;3;1;0.656;0.65;FALSE;FALSE;"NOT-flipped"
13109;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;100;10;0;3;1;0.594;0.621;FALSE;FALSE;"NOT-flipped"
13213;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;100;10;0;3;1;0.686;0.697;FALSE;FALSE;"NOT-flipped"
1361;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13728;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1395;100;10;0;3;1;0.67;0.71;FALSE;FALSE;"NOT-flipped"
14042;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;100;10;0;3;1;0.608;0.632;FALSE;FALSE;"NOT-flipped"
14797;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14800;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14857;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;100;10;0;3;1;0.705;0.602;FALSE;FALSE;"NOT-flipped"
15487;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;100;10;0;3;1;0.672;0.684;FALSE;FALSE;"NOT-flipped"
15807;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;100;10;0;3;1;0.693;0.694;FALSE;FALSE;"NOT-flipped"
1667;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;100;10;0;3;1;0.653;0.655;FALSE;FALSE;"NOT-flipped"
17347;100;10;0;3;1;0.569;0.68;FALSE;FALSE;"NOT-flipped"
17718;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17746;100;10;0;3;1;0.632;0.668;FALSE;FALSE;"NOT-flipped"
18131;100;10;0;3;1;0.669;0.526;FALSE;FALSE;"NOT-flipped"
18172;100;10;0;3;1;0.681;0.683;FALSE;FALSE;"NOT-flipped"
18267;100;10;0;3;1;0.606;0.612;FALSE;FALSE;"NOT-flipped"
18293;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18434;100;10;0;3;1;0.695;0.696;FALSE;FALSE;"NOT-flipped"
1901;100;10;0;3;1;0.683;0.538;FALSE;FALSE;"NOT-flipped"
19019;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;100;10;0;3;1;0.759;0.663;FALSE;FALSE;"NOT-flipped"
19606;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;100;10;0;3;1;0.753;0.687;FALSE;FALSE;"NOT-flipped"
2358;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;100;10;0;3;1;0.572;0.684;FALSE;FALSE;"NOT-flipped"
2598;100;10;0;3;1;0.63;0.765;FALSE;FALSE;"NOT-flipped"
2655;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2675;100;10;0;3;1;0.677;0.713;FALSE;FALSE;"NOT-flipped"
2922;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3416;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3442;100;10;0;3;1;0.606;0.63;FALSE;FALSE;"NOT-flipped"
3569;100;10;0;3;1;0.673;0.569;FALSE;FALSE;"NOT-flipped"
3981;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;100;10;0;3;1;0.603;0.691;FALSE;FALSE;"NOT-flipped"
4240;100;10;0;3;1;0.618;0.65;FALSE;FALSE;"NOT-flipped"
4265;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4365;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4941;100;10;0;3;1;0.514;0.715;FALSE;FALSE;"NOT-flipped"
5788;100;10;0;3;1;0.701;0.721;FALSE;FALSE;"NOT-flipped"
6518;100;10;0;3;1;0.755;0.709;FALSE;FALSE;"NOT-flipped"
6846;100;10;0;3;1;0.567;0.631;FALSE;FALSE;"NOT-flipped"
6884;100;10;0;3;1;0.76;0.651;FALSE;FALSE;"NOT-flipped"
7029;100;10;0;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
7146;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;100;10;0;3;1;0.721;0.655;FALSE;FALSE;"NOT-flipped"
7495;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7936;100;10;0;3;1;0.693;0.663;FALSE;FALSE;"NOT-flipped"
8100;100;10;0;3;1;0.291;0.708;FALSE;FALSE;"NOT-flipped"
8135;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8255;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8550;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;100;10;0;3;1;0.683;0.645;FALSE;FALSE;"NOT-flipped"
8767;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8927;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9607;100;10;0;3;1;0.631;0.576;FALSE;FALSE;"NOT-flipped"
9678;100;10;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;100;10;0;3;1;0.53;0.575;FALSE;FALSE;"NOT-flipped"
10023;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;100;10;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
10244;100;10;0;3;2;0.846;0.885;FALSE;FALSE;"NOT-flipped"
10850;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1150;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;100;10;0;3;2;0.857;0.839;FALSE;FALSE;"NOT-flipped"
12599;100;10;0;3;2;0.84;0.819;FALSE;FALSE;"NOT-flipped"
1273;100;10;0;3;2;0.866;0.852;FALSE;FALSE;"NOT-flipped"
12895;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13728;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1395;100;10;0;3;2;0.87;0.853;FALSE;FALSE;"NOT-flipped"
14042;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;100;10;0;3;2;0.878;0.886;FALSE;FALSE;"NOT-flipped"
14797;100;10;0;3;2;0.828;0.881;FALSE;FALSE;"NOT-flipped"
14800;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14857;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15807;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;100;10;0;3;2;0.874;0.868;FALSE;FALSE;"NOT-flipped"
16434;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17718;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17746;100;10;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
18131;100;10;0;3;2;0.846;0.874;FALSE;FALSE;"NOT-flipped"
18172;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18267;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18293;100;10;0;3;2;0.87;0.867;FALSE;FALSE;"NOT-flipped"
18434;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;100;10;0;3;2;0.9;0.839;FALSE;FALSE;"NOT-flipped"
19037;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;100;10;0;3;2;0.854;0.849;FALSE;FALSE;"NOT-flipped"
2598;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2655;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2675;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2922;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3416;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3442;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3569;100;10;0;3;2;0.867;0.865;FALSE;FALSE;"NOT-flipped"
3981;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;100;10;0;3;2;0.869;0.817;FALSE;FALSE;"NOT-flipped"
4240;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4365;100;10;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
4414;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4941;100;10;0;3;2;0.86;0.87;FALSE;FALSE;"NOT-flipped"
5788;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;100;10;0;3;2;0.843;0.88;FALSE;FALSE;"NOT-flipped"
6846;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7029;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;100;10;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
7466;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7495;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7936;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8100;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8135;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8255;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8550;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8767;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8927;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9607;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9678;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;100;10;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;100;10;0.4;1;1;0.679;0.649;FALSE;FALSE;"NOT-flipped"
10069;100;10;0.4;1;1;0.699;0.712;FALSE;FALSE;"NOT-flipped"
10216;100;10;0.4;1;1;0.608;0.664;FALSE;FALSE;"NOT-flipped"
10244;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10850;100;10;0.4;1;1;0.691;0.641;FALSE;FALSE;"NOT-flipped"
10935;100;10;0.4;1;1;0.631;0.69;FALSE;FALSE;"NOT-flipped"
11098;100;10;0.4;1;1;0.613;0.66;FALSE;FALSE;"NOT-flipped"
11471;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1150;100;10;0.4;1;1;0.727;0.673;FALSE;FALSE;"NOT-flipped"
11771;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;100;10;0.4;1;1;0.674;0.775;FALSE;FALSE;"NOT-flipped"
1273;100;10;0.4;1;1;0.752;0.707;FALSE;FALSE;"NOT-flipped"
12895;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;100;10;0.4;1;1;0.622;0.631;FALSE;FALSE;"NOT-flipped"
12967;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;100;10;0.4;1;1;0.716;0.657;FALSE;FALSE;"NOT-flipped"
13110;100;10;0.4;1;1;0.652;0.627;FALSE;FALSE;"NOT-flipped"
13213;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;100;10;0.4;1;1;0.639;0.639;FALSE;FALSE;"NOT-flipped"
13374;100;10;0.4;1;1;0.718;0.641;FALSE;FALSE;"NOT-flipped"
13495;100;10;0.4;1;1;0.622;0.582;FALSE;FALSE;"NOT-flipped"
13543;100;10;0.4;1;1;0.696;0.784;FALSE;FALSE;"NOT-flipped"
1361;100;10;0.4;1;1;0.698;0.643;FALSE;FALSE;"NOT-flipped"
13728;100;10;0.4;1;1;0.671;0.694;FALSE;FALSE;"NOT-flipped"
13759;100;10;0.4;1;1;0.742;0.576;FALSE;FALSE;"NOT-flipped"
13810;100;10;0.4;1;1;0.752;0.759;FALSE;FALSE;"NOT-flipped"
1395;100;10;0.4;1;1;0.701;0.624;FALSE;FALSE;"NOT-flipped"
14042;100;10;0.4;1;1;0.695;0.667;FALSE;FALSE;"NOT-flipped"
14687;100;10;0.4;1;1;0.559;0.731;FALSE;FALSE;"NOT-flipped"
14797;100;10;0.4;1;1;0.699;0.703;FALSE;FALSE;"NOT-flipped"
14800;100;10;0.4;1;1;0.779;0.644;FALSE;FALSE;"NOT-flipped"
14857;100;10;0.4;1;1;0.665;0.593;FALSE;FALSE;"NOT-flipped"
14984;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;100;10;0.4;1;1;0.68;0.555;FALSE;FALSE;"NOT-flipped"
15732;100;10;0.4;1;1;0.746;0.722;FALSE;FALSE;"NOT-flipped"
15807;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;100;10;0.4;1;1;0.656;0.608;FALSE;FALSE;"NOT-flipped"
16434;100;10;0.4;1;1;0.704;0.659;FALSE;FALSE;"NOT-flipped"
1667;100;10;0.4;1;1;0.618;0.605;FALSE;FALSE;"NOT-flipped"
16924;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;100;10;0.4;1;1;0.713;0.733;FALSE;FALSE;"NOT-flipped"
17718;100;10;0.4;1;1;0.77;0.605;FALSE;FALSE;"NOT-flipped"
17746;100;10;0.4;1;1;0.583;0.554;FALSE;FALSE;"NOT-flipped"
18131;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18172;100;10;0.4;1;1;0.702;0.661;FALSE;FALSE;"NOT-flipped"
18267;100;10;0.4;1;1;0.7;0.792;FALSE;FALSE;"NOT-flipped"
18293;100;10;0.4;1;1;0.691;0.668;FALSE;FALSE;"NOT-flipped"
18434;100;10;0.4;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1901;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;100;10;0.4;1;1;0.643;0.633;FALSE;FALSE;"NOT-flipped"
19037;100;10;0.4;1;1;0.745;0.7;FALSE;FALSE;"NOT-flipped"
19404;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;100;10;0.4;1;1;0.676;0.681;FALSE;FALSE;"NOT-flipped"
19807;100;10;0.4;1;1;0.56;0.627;FALSE;FALSE;"NOT-flipped"
2086;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;100;10;0.4;1;1;0.71;0.662;FALSE;FALSE;"NOT-flipped"
2598;100;10;0.4;1;1;0.599;0.602;FALSE;FALSE;"NOT-flipped"
2655;100;10;0.4;1;1;0.675;0.611;FALSE;FALSE;"NOT-flipped"
2675;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2922;100;10;0.4;1;1;0.648;0.751;FALSE;FALSE;"NOT-flipped"
2961;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3416;100;10;0.4;1;1;0.561;0.637;FALSE;FALSE;"NOT-flipped"
3442;100;10;0.4;1;1;0.75;0.674;FALSE;FALSE;"NOT-flipped"
3569;100;10;0.4;1;1;0.703;0.626;FALSE;FALSE;"NOT-flipped"
3981;100;10;0.4;1;1;0.628;0.61;FALSE;FALSE;"NOT-flipped"
4156;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;100;10;0.4;1;1;0.722;0.636;FALSE;FALSE;"NOT-flipped"
4365;100;10;0.4;1;1;0.697;0.737;FALSE;FALSE;"NOT-flipped"
4414;100;10;0.4;1;1;0.599;0.611;FALSE;FALSE;"NOT-flipped"
4941;100;10;0.4;1;1;0.709;0.72;FALSE;FALSE;"NOT-flipped"
5788;100;10;0.4;1;1;0.557;0.697;FALSE;FALSE;"NOT-flipped"
6518;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6846;100;10;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;100;10;0.4;1;1;0.715;0.684;FALSE;FALSE;"NOT-flipped"
7029;100;10;0.4;1;1;0.6;0.723;FALSE;FALSE;"NOT-flipped"
7146;100;10;0.4;1;1;0.693;0.655;FALSE;FALSE;"NOT-flipped"
7195;100;10;0.4;1;1;0.568;0.705;FALSE;FALSE;"NOT-flipped"
